PERCENT_COMMENTS,PARAMETER_COUNT,LOC_COMMENTS,LOC_CODE_AND_COMMENT,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,BRANCH_COUNT,LOC_EXECUTABLE,HALSTEAD_CONTENT,LOC_TOTAL,DESIGN_DENSITY,CALL_PAIRS,NODE_COUNT,NUMBER_OF_LINES,HALSTEAD_LENGTH,MAINTENANCE_SEVERITY,HALSTEAD_DIFFICULTY,NUM_OPERATORS,DECISION_COUNT,CONDITION_COUNT,Defective
90.9,2,1,9,12,13,13,1,17.4,10,0.1,2,20,13,69,1,18.4,35,8,20,N
86.7,3,18,106,78,35,67,19,72.4,125,0.7,12,110,146,610,0.7,57.4,354,38,100,N
80,2,0,4,2,5,3,1,6.2,5,0.5,0,6,7,11,0.5,5,7,2,4,N
80,2,0,4,2,5,3,1,6.2,5,0.5,0,6,7,11,0.5,5,7,2,4,N
0,1,0,0,3,8,3,0,7.8,0,1,1,6,2,12,0.5,5.3,8,2,4,N
0,2,0,0,4,8,3,0,8.2,0,0.5,1,7,1,16,0.5,7,9,2,4,N
0,2,0,0,5,11,3,0,9.9,0,0.5,1,7,1,19,0.5,7.7,12,2,4,N
50,2,0,1,2,5,3,1,5.1,2,0.5,0,6,4,9,0.5,5,5,2,4,N
50,3,0,1,3,6,7,1,6.7,2,0.3,0,10,4,21,0.3,10,11,6,12,N
50,2,0,1,2,5,3,1,5.1,2,0.5,0,6,4,9,0.5,5,5,2,4,N
50,3,0,1,3,6,7,1,6.7,2,0.3,0,10,4,21,0.3,10,11,6,12,N
50,2,0,1,2,9,3,1,4,2,0.5,0,6,4,18,0.5,15.8,11,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,5,8,1,3,6,2,4,N
80,2,0,4,5,8,3,1,10.8,5,0.5,3,8,7,21,0.5,7.2,12,2,4,N
81,2,1,16,8,13,6,4,15.5,20,0.8,5,13,23,46,0.3,13,30,2,4,N
87.5,0,5,2,2,6,3,1,9,3,1,2,6,10,9,0.5,3,7,2,4,N
75,0,4,2,2,5,3,2,9,4,1,2,6,10,8,0.5,2.5,6,2,4,N
83.3,0,4,1,3,6,3,1,7,2,0.5,0,6,8,11,0.5,5,6,2,4,N
83.3,4,3,7,11,13,3,2,19.6,9,0.5,1,8,17,43,0.5,10.1,26,2,4,N
86.4,0,111,558,245,31,287,105,310.3,663,0.8,74,568,776,2041,0.9,53.3,1198,284,570,N
87.5,0,1,6,4,11,5,1,7.7,7,1,3,11,10,27,1,13.8,17,4,8,N
80,2,1,3,7,9,3,1,14.5,4,1,2,6,7,21,0.5,5.8,12,2,4,N
85.4,3,1,34,25,20,31,6,31.2,40,0.8,6,47,43,175,0.9,30.8,98,20,50,N
85.4,3,1,34,24,17,29,6,33.3,40,0.7,6,46,43,165,0.9,26.6,90,20,48,N
85.4,3,1,34,25,20,31,6,31.2,40,0.8,6,47,43,175,0.9,30.8,98,20,50,N
90.7,4,5,34,26,13,13,4,44.1,38,0.6,13,44,48,119,0.1,14.3,62,12,24,N
89.5,0,3,31,23,18,21,4,35.4,35,0.7,15,44,40,124,0.5,18.8,76,16,34,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,2,0,4,7,9,5,1,15.9,5,1,3,9,7,23,1,5.8,14,2,6,N
80,3,0,4,8,9,5,1,17.4,5,1,3,9,8,24,1,5.6,14,2,6,N
75,0,0,3,6,8,5,1,13.5,4,1,4,15,6,33,0.3,9.3,19,4,8,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
60,0,0,6,3,11,5,4,8.3,10,0.3,1,9,12,20,0.3,9.2,15,2,4,N
0,0,0,0,2,8,3,0,8.3,0,1,1,5,1,10,0.5,4,8,2,4,N
66.7,1,0,4,3,7,5,2,8.5,6,0.7,1,8,8,15,0.3,5.8,10,4,8,N
60,3,0,3,6,8,3,2,12.1,5,0.5,1,6,7,17,0.5,5.3,9,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
66.7,1,0,2,3,8,3,1,9.3,3,0.5,0,5,5,18,0.5,6.7,13,2,6,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
50,1,0,1,4,5,3,1,11.4,2,1,1,6,4,9,0.5,2.5,5,2,4,N
50,0,0,1,3,6,3,1,9.5,2,1,1,6,4,9,0.5,3,6,2,4,N
60,2,0,3,9,9,5,2,18.2,5,0.7,2,8,7,24,0.3,5.5,13,2,6,N
60,3,0,3,8,6,3,2,20.3,5,0.5,1,6,7,18,0.5,3.4,9,2,4,N
62.5,1,0,5,9,7,3,3,24.3,8,0.5,2,8,10,26,0.5,4.3,15,2,4,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
85.7,0,4,2,2,6,3,1,8,3,1,1,5,9,8,0.5,3,6,2,4,N
66.7,1,0,2,3,6,3,1,9.5,3,1,1,5,5,9,0.5,3,6,2,4,N
88.9,1,4,4,6,9,5,1,11.7,5,0.7,2,10,11,18,0.3,6,10,4,8,N
50,0,0,1,3,6,3,1,10.3,2,0.5,0,5,4,13,0.5,4,9,2,6,N
70,2,0,7,10,7,5,3,23.4,10,1,3,9,12,30,0.3,5.3,15,4,8,N
70,3,0,7,11,7,5,3,26.2,10,1,3,9,12,32,0.3,5.1,16,4,8,N
50,1,0,1,4,9,5,1,7.5,2,0.3,0,7,4,16,1,7.9,9,2,6,N
66.7,0,0,2,3,7,3,1,9.5,3,1,1,5,5,10,0.5,3.5,7,2,4,N
66.7,0,0,2,3,7,3,1,9.5,3,1,2,6,5,10,0.5,3.5,7,2,4,N
87.5,0,4,3,3,7,3,1,7.4,4,1,1,5,10,13,0.5,5.8,8,2,4,N
50,0,0,1,1,6,1,1,6.6,2,1,1,3,4,7,1,3,6,2,4,N
90.9,1,2,18,15,17,12,2,27.8,20,0.9,9,22,24,63,0.6,11.3,43,6,12,N
83.3,2,3,12,7,11,5,3,16.6,15,1,8,17,20,50,0.3,12.6,34,4,8,N
0,2,0,0,4,8,3,0,8.2,0,0.5,1,7,1,16,0.5,7,9,2,4,N
0,2,0,0,5,11,3,0,9.9,0,0.5,1,7,1,19,0.5,7.7,12,2,4,N
50,2,0,1,3,8,1,1,11.2,2,1,1,3,4,13,1,4,10,2,4,N
80,2,0,4,2,5,3,1,6.2,5,0.5,0,6,7,11,0.5,5,7,2,4,N
50,2,0,1,2,5,3,1,5.1,2,0.5,0,6,4,9,0.5,5,5,2,4,N
50,3,0,1,3,6,7,1,6.7,2,0.3,0,10,4,21,0.3,10,11,6,12,N
80,2,0,4,2,5,3,1,6.2,5,0.5,0,6,7,11,0.5,5,7,2,4,N
50,2,0,1,2,5,3,1,5.1,2,0.5,0,6,4,9,0.5,5,5,2,4,N
50,3,0,1,3,6,7,1,6.7,2,0.3,0,10,4,21,0.3,10,11,6,12,N
50,2,0,1,2,9,3,1,4,2,0.5,0,6,4,18,0.5,15.8,11,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,5,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,9,5,1,5.9,2,0.3,0,6,4,23,0.3,13.5,17,2,8,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
83.3,2,4,1,3,8,1,1,11.2,2,1,1,3,8,13,1,4,10,2,4,N
50,2,0,1,2,6,3,1,7,2,0.5,0,5,4,14,0.5,6,10,2,6,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
0,1,0,0,3,8,3,0,7.8,0,1,1,6,2,12,0.5,5.3,8,2,4,N
80,2,0,4,5,8,3,1,10.8,5,0.5,3,8,7,21,0.5,7.2,12,2,4,N
81,2,1,16,8,13,6,4,15.5,20,0.8,5,13,23,46,0.3,13,30,2,4,N
80,2,0,12,8,15,7,3,10.5,15,0.8,2,13,17,63,0.3,27.2,34,6,12,N
80,2,0,12,10,16,7,3,13.1,15,0.8,3,14,17,69,0.3,24.8,38,6,12,N
87.5,0,5,2,2,6,3,1,9,3,1,2,6,10,9,0.5,3,7,2,4,N
75,0,4,2,2,5,3,2,9,4,1,2,6,10,8,0.5,2.5,6,2,4,N
83.3,0,4,1,3,6,3,1,7,2,0.5,0,6,8,11,0.5,5,6,2,4,N
75,0,0,3,4,4,3,1,15,4,1,2,6,6,10,0.5,2,6,2,4,N
75,0,0,3,5,8,3,1,9.8,4,1,2,9,6,19,0.5,7.2,10,2,4,N
88.9,2,0,8,10,17,5,1,14.1,9,1,2,8,11,53,0.3,17.9,32,4,8,N
83.3,1,0,5,6,15,3,1,10,6,1,1,5,8,40,0.5,17.5,26,2,4,N
84.2,1,2,14,7,16,9,3,9.4,17,0.4,1,15,21,57,0.2,27.4,33,8,16,N
88.2,0,4,11,9,11,5,2,20.9,13,1,12,20,19,68,0.3,14.1,45,4,8,N
0,2,0,0,5,10,5,0,10.3,0,1,3,8,1,29,0.3,11,18,2,8,N
88,1,12,10,8,14,7,3,16.7,13,1,7,19,27,59,0.3,15.8,41,6,12,N
94.1,0,9,7,13,14,3,1,26.5,8,1,8,14,19,42,0.5,7.5,28,2,4,N
92.6,4,8,17,21,9,7,2,52,19,1,12,22,29,59,0.3,5.6,33,6,12,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,2,0,4,7,9,5,1,15.9,5,1,3,9,7,23,1,5.8,14,2,6,N
80,3,0,4,8,9,5,1,17.4,5,1,3,9,8,24,1,5.6,14,2,6,N
75,0,0,3,6,8,5,1,13.5,4,1,4,15,6,33,0.3,9.3,19,4,8,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
60,0,0,6,3,11,5,4,8.3,10,0.3,1,9,12,20,0.3,9.2,15,2,4,N
0,0,0,0,2,8,3,0,8.3,0,1,1,5,1,10,0.5,4,8,2,4,N
66.7,1,0,4,3,7,5,2,8.5,6,0.7,1,8,8,15,0.3,5.8,10,4,8,N
60,3,0,3,6,8,3,2,12.1,5,0.5,1,6,7,17,0.5,5.3,9,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
66.7,1,0,2,3,8,3,1,9.3,3,0.5,0,5,5,18,0.5,6.7,13,2,6,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
50,1,0,1,4,5,3,1,11.4,2,1,1,6,4,9,0.5,2.5,5,2,4,N
50,0,0,1,3,6,3,1,9.5,2,1,1,6,4,9,0.5,3,6,2,4,N
60,2,0,3,9,9,5,2,18.2,5,0.7,2,8,7,24,0.3,5.5,13,2,6,N
60,3,0,3,8,6,3,2,20.3,5,0.5,1,6,7,18,0.5,3.4,9,2,4,N
62.5,1,0,5,9,7,3,3,24.3,8,0.5,2,8,10,26,0.5,4.3,15,2,4,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
85.7,0,4,2,2,6,3,1,8,3,1,1,5,9,8,0.5,3,6,2,4,N
66.7,1,0,2,3,6,3,1,9.5,3,1,1,5,5,9,0.5,3,6,2,4,N
88.9,1,4,4,6,9,5,1,11.7,5,0.7,2,10,11,18,0.3,6,10,4,8,N
50,0,0,1,3,6,3,1,10.3,2,0.5,0,5,4,13,0.5,4,9,2,6,N
70,2,0,7,10,7,5,3,23.4,10,1,3,9,12,30,0.3,5.3,15,4,8,N
70,3,0,7,11,7,5,3,26.2,10,1,3,9,12,32,0.3,5.1,16,4,8,N
50,1,0,1,4,9,5,1,7.5,2,0.3,0,7,4,16,1,7.9,9,2,6,N
66.7,0,0,2,3,7,3,1,9.5,3,1,1,5,5,10,0.5,3.5,7,2,4,N
66.7,0,0,2,3,7,3,1,9.5,3,1,2,6,5,10,0.5,3.5,7,2,4,N
87.5,0,4,3,3,7,3,1,7.4,4,1,1,5,10,13,0.5,5.8,8,2,4,N
50,0,0,1,1,6,1,1,6.6,2,1,1,3,4,7,1,3,6,2,4,N
90.9,1,2,18,15,17,12,2,27.8,20,0.9,9,22,24,63,0.6,11.3,43,6,12,N
83.3,2,3,12,7,11,5,3,16.6,15,1,8,17,20,50,0.3,12.6,34,4,8,N
50,0,0,1,2,5,3,1,6,2,0.5,0,5,4,8,0.5,3.8,5,2,4,N
80,1,0,4,6,16,5,1,10,5,1,3,14,7,39,0.3,17.3,26,4,8,N
75,1,0,6,6,7,3,2,16.7,8,1,3,7,10,21,0.5,4.7,13,2,4,N
77.8,1,0,7,7,7,3,2,20,9,1,3,8,11,21,0.5,4,13,2,4,N
87.5,1,1,13,9,19,7,2,11.8,15,0.8,3,18,18,65,0.3,26.4,40,6,12,N
86.2,1,5,20,15,17,11,4,20.1,24,0.8,8,30,31,89,0.2,22.1,50,10,20,N
70,2,1,6,7,12,3,3,11.1,9,0.5,2,7,12,29,0.5,11.1,16,2,4,N
75,3,1,8,10,18,5,3,13.2,11,1,4,13,15,47,0.3,17.1,28,4,8,N
75,3,1,8,11,18,5,3,14.4,11,1,5,14,15,51,0.3,17.2,30,4,8,N
76.9,1,1,9,9,17,5,3,13.4,12,1,4,15,15,51,0.3,17.9,32,4,8,N
0,0,0,0,2,5,3,0,6,0,0.5,0,5,2,8,0.5,3.8,5,2,4,N
80,2,0,4,7,9,5,1,15.9,5,1,2,9,8,23,1,5.8,14,2,6,N
71.4,2,0,5,7,9,5,2,16.6,7,1,2,9,10,24,1,5.8,15,2,6,N
89.5,1,1,16,11,21,9,2,14,18,0.8,4,26,21,96,0.2,34.4,60,8,16,N
76.9,4,1,9,13,17,7,3,18.5,12,1,4,18,16,64,0.3,17,38,6,12,N
88.9,6,1,15,16,20,13,2,20.1,17,1,4,32,22,124,0.1,31.9,73,12,24,N
76.9,5,1,9,13,17,7,3,18.2,12,1,4,18,17,63,0.3,17,37,6,12,N
78.6,1,1,10,9,17,7,3,14.4,13,1,5,23,16,75,0.3,24.6,49,6,12,N
50,0,0,1,2,5,3,1,6,2,0.5,0,5,4,8,0.5,3.8,5,2,4,N
85.7,1,0,6,9,15,7,1,12.4,7,1,4,20,9,54,0.3,20,30,6,12,N
80,0,0,8,9,13,7,2,14.1,10,1,4,16,12,48,0.3,15.2,27,6,12,N
75,1,0,3,5,12,5,1,9.8,4,0.7,2,10,6,23,1,9.6,15,4,8,N
80,1,0,4,5,7,3,1,13.7,5,1,2,7,7,16,0.5,4.2,10,2,4,N
80,1,0,4,5,7,3,1,13.7,5,1,2,7,7,16,0.5,4.2,10,2,4,N
88.2,1,1,14,9,19,7,2,11.9,16,0.8,3,19,19,68,0.3,27.4,42,6,12,N
85.7,1,0,6,8,16,5,1,13.8,7,1,3,14,9,48,0.3,16,32,4,8,N
71.4,0,0,5,6,9,3,2,13,7,1,2,7,9,25,0.5,7.5,15,2,4,N
86.2,1,5,20,13,17,11,4,17.2,24,0.8,7,29,31,85,0.2,24.2,48,10,20,N
75,2,1,8,7,18,5,3,8.8,11,1,3,12,14,44,0.3,23.1,26,4,8,N
76.9,1,1,9,7,17,5,3,10.2,12,1,3,14,15,46,0.3,20.6,29,4,8,N
82.4,1,1,13,7,10,7,3,20,16,1,7,17,19,42,0.3,8.6,30,4,8,N
82.1,0,3,20,16,14,9,5,33.7,25,1,7,19,30,60,0.2,8.8,40,6,12,N
94.6,2,13,22,24,6,21,2,102.3,24,1,3,34,38,86,0.1,4.1,53,20,40,N
0,2,0,0,4,8,3,0,8.2,0,0.5,1,7,1,16,0.5,7,9,2,4,N
94.1,2,5,11,14,14,7,1,30.2,12,1,9,20,19,69,0.3,11,47,6,12,N
91.7,1,3,8,9,12,5,1,16.5,9,1,3,10,14,40,0.3,10.7,24,4,8,N
95.2,4,8,12,13,13,3,1,24.8,13,0.5,4,9,26,79,0.5,15,49,2,4,Y
85.7,2,2,4,6,10,3,1,10.8,5,0.5,1,7,9,36,0.5,13.3,20,2,4,N
85.7,1,2,4,8,12,3,1,12.7,5,0.5,1,8,9,33,0.5,11.3,18,2,4,N
88.9,0,5,11,17,12,5,2,31.1,13,0.7,3,15,20,88,0.3,13.8,49,4,8,N
90,0,4,32,36,16,9,4,55.6,36,0.6,3,23,42,299,0.6,30.7,161,8,16,N
85.7,1,2,4,8,12,3,1,12.7,5,0.5,1,8,9,33,0.5,11.3,18,2,4,N
81.3,2,4,9,18,12,3,3,33.8,12,1,12,20,17,62,0.5,9,35,2,4,N
75,1,0,3,6,10,5,1,11.4,4,0.7,1,6,6,19,1,6.7,11,2,6,N
83.3,1,0,5,4,12,3,1,8,6,1,2,7,8,30,0.5,15,20,2,4,N
81.5,2,0,22,19,18,10,5,28.7,27,1,14,31,29,128,0.2,23.2,79,6,12,N
83.3,1,0,5,5,6,3,1,13.2,6,1,2,7,8,16,0.5,4.2,9,2,4,N
75,1,0,3,6,10,5,1,11.4,4,0.7,1,6,6,19,1,6.7,11,2,6,N
80,1,0,4,7,10,5,1,12,5,0.7,2,11,7,23,0.3,7.9,12,4,8,N
66.7,0,0,2,2,7,3,1,6,3,1,1,5,5,10,0.5,5.3,7,2,4,N
57.1,1,0,4,3,8,3,3,7.4,7,1,2,7,9,17,0.5,8,11,2,4,N
50,1,0,2,3,7,3,2,7.8,4,1,2,6,6,11,0.5,4.7,7,2,4,N
94.7,1,2,16,17,15,11,1,27.8,17,1,8,25,21,98,0.7,17.7,58,8,18,N
76.5,1,0,13,11,12,7,4,19.8,17,0.8,6,20,19,50,0.3,11.5,29,6,12,N
84,2,0,21,19,17,21,4,26.4,25,0.6,9,35,28,114,0.6,22.4,64,12,32,N
66.7,3,0,2,6,9,3,1,12.5,3,1,3,9,5,24,0.5,7.5,14,2,4,N
75,1,0,6,6,9,3,2,14.9,8,1,3,8,10,20,0.5,5.3,13,2,4,N
66.7,3,0,6,8,9,3,3,14.9,9,1,5,12,13,37,0.5,10.1,19,2,4,N
83.3,2,0,10,13,18,9,2,17.5,12,0.6,3,13,14,49,1,13.9,29,4,12,N
85.7,1,0,6,6,9,3,1,13.5,7,1,1,6,9,26,0.5,7.5,16,2,4,N
87.5,2,0,7,10,13,5,1,16.4,8,1,3,8,11,33,1,9.1,19,2,6,N
66.7,3,0,2,6,8,3,1,13.1,3,1,3,9,5,23,0.5,6.7,13,2,4,N
81.8,1,0,9,8,12,5,2,15.5,11,1,3,11,13,35,0.3,9.8,22,4,8,N
66.7,3,0,6,8,9,3,3,14.9,9,1,5,12,13,37,0.5,10.1,19,2,4,N
83.3,2,0,10,12,16,7,2,17.6,12,1,4,13,14,44,1,12,26,4,10,N
75,3,0,3,9,7,5,1,24,4,1,4,15,6,35,0.3,5.8,20,4,8,N
81.8,2,0,9,10,12,7,2,19.2,11,1,4,15,13,44,0.8,10.2,27,4,10,N
72.7,5,0,8,13,8,5,3,29.9,11,1,7,19,15,65,0.3,9.5,34,4,8,N
83.3,3,0,10,14,16,9,2,20.9,12,1,5,16,15,51,1,12,30,4,12,N
85.7,1,0,6,5,8,3,1,11.8,7,1,2,6,9,23,0.5,7.2,14,2,4,N
90,2,0,9,14,17,9,1,20,10,0.8,3,12,13,54,1,13.4,32,4,12,N
66.7,3,0,2,6,8,3,1,13.1,3,1,3,9,5,23,0.5,6.7,13,2,4,N
75,1,0,6,6,9,3,2,14.9,8,1,3,8,10,20,0.5,5.3,13,2,4,N
66.7,3,0,6,8,9,3,3,14.9,9,1,5,12,13,37,0.5,10.1,19,2,4,N
83.3,2,0,10,12,16,7,2,17.6,12,1,4,13,14,44,1,12,26,4,10,N
66.7,0,0,2,1,4,3,1,3.5,3,0.5,0,5,5,6,0.5,4,4,2,4,N
75,3,1,8,8,10,3,3,16.4,11,1,3,6,14,27,0.5,6.9,16,2,4,N
72.7,1,1,7,6,10,5,3,12,10,0.7,1,10,13,25,0.3,8.3,15,4,8,N
76.9,2,1,9,7,10,7,3,14.3,12,0.5,1,13,15,35,1,10,21,6,12,N
76.9,2,1,9,7,10,7,3,14.3,12,0.5,1,13,15,35,1,10,21,6,12,N
80,2,2,10,14,14,7,3,24,13,0.8,5,17,17,55,1,11,33,6,12,N
75,3,1,8,8,10,7,3,15.7,11,0.5,1,13,14,33,0.3,8.8,19,6,12,N
75,0,0,3,4,10,5,1,7.8,4,1,2,10,6,23,0.3,11.3,14,4,8,N
75,0,0,3,4,12,5,1,7,4,1,2,10,6,29,0.3,16.5,18,4,8,N
85.7,1,0,6,5,8,3,1,11.8,7,1,2,6,9,23,0.5,7.2,14,2,4,N
87.5,2,0,7,10,13,5,1,16.4,8,1,3,8,11,33,1,9.1,19,2,6,N
66.7,3,0,2,6,8,3,1,13.1,3,1,3,9,5,23,0.5,6.7,13,2,4,N
81.8,1,0,9,8,11,5,2,15.9,11,1,4,11,13,36,0.3,9.6,22,4,8,N
66.7,3,0,6,8,9,3,3,14.9,9,1,5,12,13,37,0.5,10.1,19,2,4,N
83.3,2,0,10,12,16,7,2,17.6,12,1,4,13,14,44,1,12,26,4,10,N
94.4,4,5,29,25,16,21,2,40.7,31,1,8,45,41,180,0.8,23.7,106,16,36,N
82.8,1,0,24,15,14,13,5,24.6,29,0.7,7,34,31,97,0.1,19.1,56,12,24,N
87.8,2,0,36,23,17,25,5,34,41,0.9,10,51,44,191,0.9,29.9,110,20,44,N
87,2,2,18,18,14,13,3,29.4,21,0.9,9,30,25,96,0.9,16.3,54,10,22,N
77.8,3,0,7,9,15,5,2,12.8,9,1,2,11,11,35,1,12.5,20,4,8,N
85.7,1,0,6,5,8,3,1,11.8,7,1,2,6,9,23,0.5,7.2,14,2,4,N
90,2,0,9,14,16,9,1,20.7,10,0.8,3,12,13,53,1,12.6,31,4,12,N
66.7,3,0,2,6,8,3,1,13.1,3,1,3,9,5,23,0.5,6.7,13,2,4,N
75,1,0,6,6,9,3,2,14.9,8,1,3,8,10,20,0.5,5.3,13,2,4,N
66.7,3,0,6,8,9,3,3,14.9,9,1,5,12,13,37,0.5,10.1,19,2,4,N
83.3,2,0,10,12,16,7,2,17.6,12,1,4,13,14,44,1,12,26,4,10,N
