PERCENT_COMMENTS,PARAMETER_COUNT,LOC_COMMENTS,LOC_CODE_AND_COMMENT,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,BRANCH_COUNT,LOC_EXECUTABLE,HALSTEAD_CONTENT,LOC_TOTAL,DESIGN_DENSITY,CALL_PAIRS,NODE_COUNT,NUMBER_OF_LINES,HALSTEAD_LENGTH,MAINTENANCE_SEVERITY,HALSTEAD_DIFFICULTY,NUM_OPERATORS,DECISION_COUNT,CONDITION_COUNT,Defective
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
60,0,0,6,3,11,5,4,8.3,10,0.3,1,9,12,20,0.3,9.2,15,2,4,N
0,0,0,0,2,8,3,0,8.3,0,1,1,5,1,10,0.5,4,8,2,4,N
66.7,1,0,4,3,7,5,2,8.5,6,0.7,1,8,8,15,0.3,5.8,10,4,8,N
60,3,0,3,6,8,3,2,12.1,5,0.5,1,6,7,17,0.5,5.3,9,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
66.7,1,0,2,3,8,3,1,9.3,3,0.5,0,5,5,18,0.5,6.7,13,2,6,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
75,0,0,3,5,8,3,1,13.9,4,0.5,0,6,6,18,0.5,4.8,12,2,4,N
50,1,0,1,4,5,3,1,11.4,2,1,1,6,4,9,0.5,2.5,5,2,4,N
50,0,0,1,3,6,3,1,9.5,2,1,1,6,4,9,0.5,3,6,2,4,N
60,2,0,3,9,9,5,2,18.2,5,0.7,2,8,7,24,0.3,5.5,13,2,6,N
60,3,0,3,8,6,3,2,20.3,5,0.5,1,6,7,18,0.5,3.4,9,2,4,N
62.5,1,0,5,9,7,3,3,24.3,8,0.5,2,8,10,26,0.5,4.3,15,2,4,N
86.7,0,3,10,10,13,9,2,25,12,1,6,19,17,61,0.8,11.1,44,8,16,N
90.9,0,24,36,23,21,21,6,32.5,42,1,11,40,68,147,0.1,24.7,93,18,36,N
87.9,0,17,63,39,31,29,11,46.5,74,0.9,14,53,93,202,0.4,26.6,135,16,32,N
75,2,0,3,7,13,3,1,15.1,4,1,4,8,6,26,0.5,7.4,18,2,4,N
91.3,5,6,15,25,10,7,2,59.5,17,1,12,24,28,65,0.3,5.6,37,6,12,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
50,1,0,1,4,7,3,1,11.1,2,0.5,1,5,4,14,0.5,4.4,9,2,6,N
85.7,0,4,2,2,6,3,1,8,3,1,1,5,9,8,0.5,3,6,2,4,N
66.7,1,0,2,3,6,3,1,9.5,3,1,1,5,5,9,0.5,3,6,2,4,N
88.9,1,4,4,6,9,5,1,11.7,5,0.7,2,10,11,18,0.3,6,10,4,8,N
50,0,0,1,3,6,3,1,10.3,2,0.5,0,5,4,13,0.5,4,9,2,6,N
70,2,0,7,10,7,5,3,23.4,10,1,3,9,12,30,0.3,5.3,15,4,8,N
70,3,0,7,11,7,5,3,26.2,10,1,3,9,12,32,0.3,5.1,16,4,8,N
50,1,0,1,4,9,5,1,7.5,2,0.3,0,7,4,16,1,7.9,9,2,6,N
66.7,0,0,2,3,7,3,1,9.5,3,1,1,5,5,10,0.5,3.5,7,2,4,N
66.7,0,0,2,3,7,3,1,9.5,3,1,2,6,5,10,0.5,3.5,7,2,4,N
87.5,0,4,3,3,7,3,1,7.4,4,1,1,5,10,13,0.5,5.8,8,2,4,N
50,0,0,1,1,6,1,1,6.6,2,1,1,3,4,7,1,3,6,2,4,N
90.9,1,2,18,15,17,12,2,27.8,20,0.9,9,22,24,63,0.6,11.3,43,6,12,N
83.3,2,3,12,7,11,5,3,16.6,15,1,8,17,20,50,0.3,12.6,34,4,8,N
50,0,0,1,2,5,3,1,6,2,0.5,0,5,4,8,0.5,3.8,5,2,4,N
80,1,0,4,6,16,5,1,10,5,1,3,14,7,39,0.3,17.3,26,4,8,N
75,1,0,6,6,7,3,2,16.7,8,1,3,7,10,21,0.5,4.7,13,2,4,N
77.8,1,0,7,7,7,3,2,20,9,1,3,8,11,21,0.5,4,13,2,4,N
87.5,1,1,13,9,19,7,2,11.8,15,0.8,3,18,18,65,0.3,26.4,40,6,12,N
86.2,1,5,20,15,17,11,4,20.1,24,0.8,8,30,31,89,0.2,22.1,50,10,20,N
70,2,1,6,7,12,3,3,11.1,9,0.5,2,7,12,29,0.5,11.1,16,2,4,N
75,3,1,8,10,18,5,3,13.2,11,1,4,13,15,47,0.3,17.1,28,4,8,N
75,3,1,8,11,18,5,3,14.4,11,1,5,14,15,51,0.3,17.2,30,4,8,N
76.9,1,1,9,9,17,5,3,13.4,12,1,4,15,15,51,0.3,17.9,32,4,8,N
0,0,0,0,2,5,3,0,6,0,0.5,0,5,2,8,0.5,3.8,5,2,4,N
80,2,0,4,7,9,5,1,15.9,5,1,2,9,8,23,1,5.8,14,2,6,N
71.4,2,0,5,7,9,5,2,16.6,7,1,2,9,10,24,1,5.8,15,2,6,N
89.5,1,1,16,11,21,9,2,14,18,0.8,4,26,21,96,0.2,34.4,60,8,16,N
76.9,4,1,9,13,17,7,3,18.5,12,1,4,18,16,64,0.3,17,38,6,12,N
88.9,6,1,15,16,20,13,2,20.1,17,1,4,32,22,124,0.1,31.9,73,12,24,N
76.9,5,1,9,13,17,7,3,18.2,12,1,4,18,17,63,0.3,17,37,6,12,N
78.6,1,1,10,9,17,7,3,14.4,13,1,5,23,16,75,0.3,24.6,49,6,12,N
50,0,0,1,2,5,3,1,6,2,0.5,0,5,4,8,0.5,3.8,5,2,4,N
85.7,1,0,6,9,15,7,1,12.4,7,1,4,20,9,54,0.3,20,30,6,12,N
80,0,0,8,9,13,7,2,14.1,10,1,4,16,12,48,0.3,15.2,27,6,12,N
75,1,0,3,5,12,5,1,9.8,4,0.7,2,10,6,23,1,9.6,15,4,8,N
80,1,0,4,5,7,3,1,13.7,5,1,2,7,7,16,0.5,4.2,10,2,4,N
80,1,0,4,5,7,3,1,13.7,5,1,2,7,7,16,0.5,4.2,10,2,4,N
88.2,1,1,14,9,19,7,2,11.9,16,0.8,3,19,19,68,0.3,27.4,42,6,12,N
85.7,1,0,6,8,16,5,1,13.8,7,1,3,14,9,48,0.3,16,32,4,8,N
71.4,0,0,5,6,9,3,2,13,7,1,2,7,9,25,0.5,7.5,15,2,4,N
86.2,1,5,20,13,17,11,4,17.2,24,0.8,7,29,31,85,0.2,24.2,48,10,20,N
75,2,1,8,7,18,5,3,8.8,11,1,3,12,14,44,0.3,23.1,26,4,8,N
76.9,1,1,9,7,17,5,3,10.2,12,1,3,14,15,46,0.3,20.6,29,4,8,N
0,2,0,0,4,8,3,0,8.2,0,0.5,1,7,1,16,0.5,7,9,2,4,N
93.6,3,12,17,24,18,7,2,30.6,19,1,5,18,33,119,0.3,21,63,6,12,N
75,0,2,4,3,5,3,2,8.6,6,1,1,5,10,12,0.5,4.2,7,2,4,N
75,2,0,6,9,8,5,2,23,8,1,3,9,10,25,0.3,4.4,15,4,8,N
87.5,4,8,55,33,28,26,9,36.6,64,0.9,11,57,77,228,0.3,36.9,141,18,36,N
87.5,2,1,6,9,7,3,1,22,7,1,3,7,10,30,0.5,5.4,16,2,4,N
96.1,7,18,31,27,19,5,2,38.3,33,1,10,21,59,166,1,23.9,98,4,8,Y
89.8,1,13,31,19,21,21,5,26.6,36,0.8,8,35,51,130,0.3,26,83,18,38,N
77.8,1,1,6,2,9,3,2,6.2,8,1,2,6,11,24,0.5,13.5,18,2,4,N
88.6,0,19,43,37,26,27,8,40.3,51,0.7,13,52,72,168,0.6,25,97,24,48,N
86.2,4,7,18,21,17,13,4,32.3,22,0.9,7,24,34,112,0.7,18.2,67,8,20,N
93.7,1,28,46,27,25,29,5,31.8,51,0.7,21,80,81,212,0.7,38,130,24,52,N
66.7,3,0,2,7,13,3,1,15.1,3,1,4,8,5,26,0.5,7.4,18,2,4,N
77.8,1,0,7,9,13,3,2,18.5,9,1,4,8,11,33,0.5,7.9,22,2,4,N
80,0,1,3,3,5,3,1,7.9,4,1,1,5,7,11,0.5,4.2,6,2,4,N
85.7,0,2,4,7,8,3,1,15.2,5,1,4,12,9,20,0.5,5.1,11,2,4,N
93.8,2,11,34,34,17,13,3,53.5,37,0.9,18,45,50,132,0.1,14,76,12,24,N
77.8,1,0,7,8,11,3,2,16.9,9,1,4,8,11,30,0.5,7.6,19,2,4,N
97.5,5,15,24,22,17,7,1,33.3,25,1,7,19,46,151,0.3,24,89,6,12,N
66.7,0,0,2,2,8,3,1,4.7,3,1,3,9,5,17,0.5,12,11,2,4,N
80,1,0,8,8,7,3,2,16.9,10,1,2,6,11,17,0.5,3.9,8,2,4,N
0,2,0,0,4,8,3,0,8.2,0,0.5,1,7,1,16,0.5,7,9,2,4,N
0,2,0,0,5,11,3,0,9.9,0,0.5,1,7,1,19,0.5,7.7,12,2,4,N
50,2,0,1,3,8,1,1,11.2,2,1,1,3,4,13,1,4,10,2,4,N
50,2,0,1,2,5,3,1,5.1,2,0.5,0,6,4,9,0.5,5,5,2,4,N
80,2,0,4,2,5,3,1,6.2,5,0.5,0,6,7,11,0.5,5,7,2,4,N
50,3,0,1,3,6,7,1,6.7,2,0.3,0,10,4,21,0.3,10,11,6,12,N
50,2,0,1,2,5,3,1,5.1,2,0.5,0,6,4,9,0.5,5,5,2,4,N
80,2,0,4,2,5,3,1,6.2,5,0.5,0,6,7,11,0.5,5,7,2,4,N
50,3,0,1,3,6,7,1,6.7,2,0.3,0,10,4,21,0.3,10,11,6,12,N
50,2,0,1,2,9,3,1,4,2,0.5,0,6,4,18,0.5,15.8,11,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,5,8,1,3,6,2,4,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
50,2,0,1,2,9,5,1,5.9,2,0.3,0,6,4,23,0.3,13.5,17,2,8,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
83.3,2,4,1,3,8,1,1,11.2,2,1,1,3,8,13,1,4,10,2,4,N
50,2,0,1,2,6,3,1,7,2,0.5,0,5,4,14,0.5,6,10,2,6,N
50,2,0,1,2,6,1,1,8,2,1,0,2,4,8,1,3,6,2,4,N
0,1,0,0,3,8,3,0,7.8,0,1,1,6,2,12,0.5,5.3,8,2,4,N
86.7,2,4,9,13,10,7,2,27.2,11,0.8,4,11,17,37,0.3,6.2,21,4,10,N
86.7,2,3,10,14,11,7,2,27.2,12,0.8,5,12,17,46,0.3,7.9,26,4,10,N
86.7,2,3,10,14,11,7,2,27,12,0.8,5,12,17,48,0.3,8.3,27,4,10,N
80,2,0,12,8,15,7,3,10.5,15,0.8,2,13,17,63,0.3,27.2,34,6,12,N
80,2,0,12,10,16,7,3,13.1,15,0.8,3,14,17,69,0.3,24.8,38,6,12,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,2,0,4,7,9,5,1,15.9,5,1,3,9,7,23,1,5.8,14,2,6,N
80,3,0,4,8,9,5,1,17.4,5,1,3,9,8,24,1,5.6,14,2,6,N
75,0,0,3,6,8,5,1,13.5,4,1,4,15,6,33,0.3,9.3,19,4,8,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
80,1,0,4,5,8,3,1,12.3,5,1,2,7,7,16,0.5,4.8,10,2,4,N
80,2,0,4,6,8,3,1,13.9,5,1,2,7,7,17,0.5,4.7,10,2,4,N
66.7,0,0,2,3,8,3,1,6.2,3,1,2,8,5,19,0.5,10.7,11,2,4,N
86.7,2,4,9,13,10,7,2,27.2,11,0.8,4,11,17,37,0.3,6.2,21,4,10,N
87.5,3,7,28,22,20,13,5,27.6,33,0.8,6,24,43,107,0.8,20.9,61,6,14,N
90,2,0,9,13,10,7,1,25.9,10,0.8,5,12,12,44,0.3,7.7,24,4,10,N
90,2,0,9,14,10,7,1,28.1,10,0.8,5,12,12,46,0.3,7.5,25,4,10,N
50,0,0,1,1,6,1,1,6.6,2,1,1,3,4,7,1,3,6,2,4,N
90.9,1,2,18,15,17,12,2,27.8,20,0.9,9,22,24,63,0.6,11.3,43,6,12,N
50,0,0,1,2,5,3,1,6,2,0.5,0,5,4,8,0.5,3.8,5,2,4,N
80,1,0,4,6,16,5,1,10,5,1,3,14,7,39,0.3,17.3,26,4,8,N
75,1,0,6,6,7,3,2,16.7,8,1,3,7,10,21,0.5,4.7,13,2,4,N
77.8,1,0,7,7,7,3,2,20,9,1,3,8,11,21,0.5,4,13,2,4,N
87.5,1,1,13,9,19,7,2,11.8,15,0.8,3,18,18,65,0.3,26.4,40,6,12,N
86.2,1,5,20,15,17,11,4,20.1,24,0.8,8,30,31,89,0.2,22.1,50,10,20,N
70,2,1,6,7,12,3,3,11.1,9,0.5,2,7,12,29,0.5,11.1,16,2,4,N
75,3,1,8,10,18,5,3,13.2,11,1,4,13,15,47,0.3,17.1,28,4,8,N
75,3,1,8,11,18,5,3,14.4,11,1,5,14,15,51,0.3,17.2,30,4,8,N
76.9,1,1,9,9,17,5,3,13.4,12,1,4,15,15,51,0.3,17.9,32,4,8,N
0,0,0,0,2,5,3,0,6,0,0.5,0,5,2,8,0.5,3.8,5,2,4,N
80,2,0,4,7,9,5,1,15.9,5,1,2,9,8,23,1,5.8,14,2,6,N
71.4,2,0,5,7,9,5,2,16.6,7,1,2,9,10,24,1,5.8,15,2,6,N
89.5,1,1,16,11,21,9,2,14,18,0.8,4,26,21,96,0.2,34.4,60,8,16,N
76.9,4,1,9,13,17,7,3,18.5,12,1,4,18,16,64,0.3,17,38,6,12,N
88.9,6,1,15,16,20,13,2,20.1,17,1,4,32,22,124,0.1,31.9,73,12,24,N
76.9,5,1,9,13,17,7,3,18.2,12,1,4,18,17,63,0.3,17,37,6,12,N
78.6,1,1,10,9,17,7,3,14.4,13,1,5,23,16,75,0.3,24.6,49,6,12,N
50,0,0,1,2,5,3,1,6,2,0.5,0,5,4,8,0.5,3.8,5,2,4,N
85.7,1,0,6,9,15,7,1,12.4,7,1,4,20,9,54,0.3,20,30,6,12,N
80,0,0,8,9,13,7,2,14.1,10,1,4,16,12,48,0.3,15.2,27,6,12,N
75,1,0,3,5,12,5,1,9.8,4,0.7,2,10,6,23,1,9.6,15,4,8,N
80,1,0,4,5,7,3,1,13.7,5,1,2,7,7,16,0.5,4.2,10,2,4,N
80,1,0,4,5,7,3,1,13.7,5,1,2,7,7,16,0.5,4.2,10,2,4,N
88.2,1,1,14,9,19,7,2,11.9,16,0.8,3,19,19,68,0.3,27.4,42,6,12,N
85.7,1,0,6,8,16,5,1,13.8,7,1,3,14,9,48,0.3,16,32,4,8,N
71.4,0,0,5,6,9,3,2,13,7,1,2,7,9,25,0.5,7.5,15,2,4,N
86.2,1,5,20,13,17,11,4,17.2,24,0.8,7,29,31,85,0.2,24.2,48,10,20,N
75,2,1,8,7,18,5,3,8.8,11,1,3,12,14,44,0.3,23.1,26,4,8,N
76.9,1,1,9,7,17,5,3,10.2,12,1,3,14,15,46,0.3,20.6,29,4,8,N
80,0,1,3,2,6,3,1,7.3,4,1,2,6,7,11,0.5,4.5,8,2,4,N
90.7,3,7,32,16,24,16,4,19.4,36,1,6,30,47,150,0.8,41.3,95,8,20,N
66.7,0,0,4,6,9,3,2,12.7,6,1,5,9,7,17,0.5,5.3,10,2,4,N
66.7,3,0,2,7,9,3,1,16.9,3,1,2,6,5,19,0.5,4.5,12,2,4,N
88.9,4,1,7,9,12,5,1,18,8,0.7,2,8,14,30,1,7.3,19,2,6,N
66.7,1,0,2,5,7,3,1,13.3,3,1,2,6,5,13,0.5,3.5,8,2,4,N
66.7,0,0,2,2,5,3,1,6,3,1,1,5,5,8,0.5,3.8,5,2,4,N
50,1,0,1,3,5,3,1,9,2,0.5,0,5,4,10,0.5,3.3,6,2,6,N
76,4,1,18,13,13,5,6,22.6,24,1,4,11,29,60,0.3,12.5,35,2,4,N
87.5,2,0,7,11,10,5,1,22.8,8,1,2,9,10,33,0.3,6.4,19,4,8,N
77.8,1,0,7,6,8,3,2,15,9,1,2,7,11,21,0.5,5.3,13,2,4,N
97.9,0,26,66,76,16,29,2,157,68,0.1,10,85,96,618,0.1,25.7,374,28,80,Y
87.5,0,2,5,13,13,3,1,20.4,6,0.5,2,9,10,39,0.5,9,21,2,4,N
95,0,26,87,83,12,15,6,219.6,93,0.6,9,58,121,935,0.1,28,548,14,28,N
92.9,5,3,10,13,13,5,1,28.2,11,1,3,10,21,60,0.3,10,40,4,8,N
94.1,2,5,11,14,13,7,1,27.9,12,1,9,18,19,60,0.3,10.2,38,6,12,N
93.2,2,21,89,30,18,27,8,53.4,97,1,7,92,120,353,1,36.9,230,20,40,N
84.6,0,2,9,10,16,7,2,15.9,11,1,9,21,15,54,0.3,16,34,6,12,N
81.3,0,2,11,11,16,9,3,17.8,14,1,9,23,18,57,0.6,15.3,36,8,16,N
84.6,0,2,9,10,16,7,2,15.9,11,1,9,21,15,54,0.3,16,34,6,12,N
66.7,0,0,2,3,8,3,1,6.7,3,1,3,9,5,18,0.5,9.3,11,2,4,N
66.7,0,0,2,3,8,3,1,6.7,3,1,3,9,5,18,0.5,9.3,11,2,4,N
66.7,0,0,2,3,8,3,1,6.7,3,1,3,9,5,18,0.5,9.3,11,2,4,N
66.7,0,0,2,3,8,3,1,6.7,3,1,3,9,5,18,0.5,9.3,11,2,4,N
66.7,0,0,2,3,8,3,1,6.7,3,1,3,9,5,18,0.5,9.3,11,2,4,N
96.3,5,17,35,21,19,13,2,28.3,37,0.3,7,26,60,161,0.4,30.3,94,8,20,Y
95,0,6,13,22,10,3,1,48.4,14,1,3,12,22,110,0.5,11.4,60,2,4,N
75,0,1,5,9,11,3,2,16,7,1,2,10,10,34,0.5,9.2,19,2,4,N
77.8,0,1,6,13,10,3,2,27.9,8,1,3,10,11,64,0.5,10.4,37,2,4,N
94.2,0,13,36,40,16,7,3,64.1,39,0.8,3,18,54,329,0.8,29.8,180,6,12,N
75,2,1,8,8,16,5,3,14.8,11,1,8,15,14,55,1,17,38,4,8,N
92.3,3,4,8,18,15,5,1,27.5,9,0.7,1,6,15,75,1,13.8,42,2,6,Y
83.3,0,1,4,7,8,3,1,19.5,5,1,3,7,8,20,0.5,4,13,2,4,N
87.5,2,2,5,8,10,3,1,14.9,6,0.5,0,5,10,29,0.5,8.1,16,2,4,N
97.1,2,10,23,24,15,15,1,36.9,24,0.8,8,32,36,120,0.8,17.2,65,6,20,Y
82.4,5,1,13,14,14,5,3,23.8,16,0.7,1,9,23,84,1,17,50,4,8,N
86.5,2,10,35,11,18,13,7,14.6,42,0.9,3,25,54,123,0.7,40.9,73,10,22,N
81.8,1,3,6,6,8,3,2,13.9,8,1,1,5,13,17,0.5,4.7,10,2,4,N
87.5,4,5,9,13,15,5,2,20.6,11,0.7,1,8,19,52,1,12.1,31,4,8,N
97.4,2,15,23,42,13,3,1,81.5,24,0.5,4,20,42,216,0.5,15.3,117,2,4,Y
84.6,3,3,8,7,13,5,2,12,10,0.3,0,6,15,36,1,13,22,2,6,N
88.2,4,5,10,13,16,11,2,19.7,12,0.2,0,12,19,60,1,14.8,36,4,14,N
88.9,4,3,13,13,17,9,2,18.9,15,0.2,0,12,20,63,0.6,16.4,38,6,14,N
75,0,0,9,11,14,5,3,22.4,12,0.7,2,9,14,46,0.3,9.6,31,4,8,N
71.4,2,0,5,6,9,3,2,16.4,7,1,1,6,9,22,0.5,5.3,15,2,4,N
93,5,13,27,14,13,9,3,24.2,30,0.4,3,24,49,213,0.2,41.8,123,8,16,Y
96.2,7,34,67,32,17,13,4,52.3,71,0.9,13,40,113,319,0.1,34.3,190,10,22,Y
94.7,9,29,43,32,14,13,4,62.6,47,1,8,40,86,337,0.1,29.8,201,12,24,N
88.2,0,4,11,12,11,9,2,20.2,13,0.6,2,24,19,88,0.2,19.7,45,8,16,N
91.9,0,8,26,32,12,5,3,65.2,29,0.3,4,17,39,206,0.3,17.3,114,4,8,N
90,0,7,11,17,14,5,2,27.6,13,0.7,3,13,22,71,0.3,12.8,40,4,8,Y
91.7,3,3,8,11,13,5,1,21.6,9,1,3,10,16,50,0.3,10.6,32,4,8,N
93.8,2,4,11,14,13,7,1,27.9,12,1,9,18,18,60,0.3,10.2,38,6,12,N
80,0,1,3,2,6,3,1,5.5,4,1,1,5,7,11,0.5,6,7,2,4,N
87.5,0,2,5,7,10,3,1,15.7,6,0.5,1,7,10,22,0.5,5.7,14,2,4,N
87.5,1,1,6,10,11,3,1,20,7,0.5,1,7,10,25,0.5,5.5,15,2,4,N
66.7,0,0,2,4,6,3,1,12.2,3,1,2,6,5,11,0.5,3,7,2,4,N
66.7,0,0,2,4,6,3,1,12.2,3,1,2,6,5,11,0.5,3,7,2,4,N
66.7,0,0,2,4,6,3,1,12.2,3,1,2,6,5,11,0.5,3,7,2,4,N
85.7,3,1,11,11,11,5,2,20.8,13,1,4,10,18,42,1,9,24,4,8,N
87.5,0,4,10,10,14,7,2,14.9,12,0.3,2,14,18,50,0.3,15.4,28,6,14,N
93.3,4,6,22,43,12,3,2,105.6,24,0.5,4,26,34,209,0.5,11.4,127,2,4,N
71.4,0,0,5,5,10,3,2,13.4,7,1,4,8,9,24,0.5,7,17,2,4,N
83.3,0,3,12,20,11,5,3,45,15,1,9,17,20,65,0.3,7.2,39,4,8,N
75,0,0,6,3,11,3,2,8.1,8,1,3,7,10,31,0.5,14.7,23,2,4,N
77.8,1,0,7,7,6,3,2,28.1,9,1,5,9,11,26,0.5,3.4,18,2,4,N
0,2,0,0,5,10,5,0,10.3,0,1,3,8,1,29,0.3,11,18,2,8,N
86.4,1,12,26,16,20,13,6,22.6,32,0.7,9,30,46,120,0.7,27.5,76,12,24,N
86.7,2,3,10,14,9,3,2,27.3,12,1,6,10,16,33,0.5,5.5,16,2,4,N
71.4,0,1,4,6,9,3,2,13,6,1,3,10,9,25,0.5,7.5,15,2,4,N
94.1,4,4,76,99,17,10,5,164.5,81,1,9,74,89,484,0.2,20.2,249,4,8,N
80,0,0,4,6,8,3,1,13.9,5,1,2,6,7,17,0.5,4.7,10,2,4,N
80,0,0,4,6,8,3,1,13.9,5,1,2,6,7,17,0.5,4.7,10,2,4,N
82.6,2,6,13,17,14,7,4,25,17,0.8,4,17,24,52,0.8,10.3,27,6,12,N
80,0,1,3,7,10,3,1,13.8,4,1,3,9,7,29,0.5,8.6,17,2,4,N
84.6,2,6,16,22,14,9,4,35,20,0.8,5,21,27,71,0.8,10.5,38,8,16,N
85,0,3,14,12,10,9,3,24.1,17,0.8,1,15,22,45,0.2,8.3,25,8,16,Y
91.5,0,12,31,23,14,7,4,40.3,35,1,4,25,49,146,0.3,18.9,84,6,12,N
83.3,0,1,4,6,5,3,1,17.6,5,1,3,10,8,17,0.5,3.3,9,2,4,N
94.8,1,17,56,42,30,15,4,36,60,0.7,5,30,79,242,0.4,41.4,126,10,20,N
92.3,0,2,10,12,7,9,1,29.1,11,0.2,1,15,15,32,0.2,4.7,16,8,16,N
89.2,0,21,45,40,10,19,8,100.6,53,0.6,7,34,76,156,0.6,8.8,86,14,32,N
87.5,1,4,10,13,11,3,2,22.4,12,1,2,12,18,60,0.5,12.3,31,2,4,N
87.5,1,4,10,14,11,3,2,24.5,12,1,2,12,18,60,0.5,11.4,31,2,4,N
92.9,4,7,32,35,7,3,3,122,35,1,6,33,46,138,0.5,6.1,77,2,4,N
88.9,0,8,16,13,7,5,3,41.7,19,1,3,9,29,65,0.3,6.7,40,4,8,Y
76.2,4,1,15,8,9,7,5,16.5,20,0.3,0,11,23,43,0.3,10.7,24,6,12,N
